show_id,content,type,country,date_added,release_year,rating,duration,listed_in
s251,"A Faraway Land Veronica Velasco Paolo Contis, Yen Santos, Hans Tórgarð, Ruby Ruiz, Zweden Obias, Maria Rianne Castro, Arianne Mavis Uera, Maricor Canlas In the Faroe Islands, a married woman meets a reporter filming a documentary on overseas Filipino workers, which soon sparks a complicated love story.",Movie,nan,"August 19, 2021",2020,,102 min,"Dramas, International Movies, Romantic Movies"
s252,"Like Crazy Drake Doremus Anton Yelchin, Felicity Jones, Jennifer Lawrence, Charlie Bewley, Alex Kingston, Oliver Muirhead, Finola Hughes, Chris Messina, Ben York Jones, Jamie Thomas King A spirited exchange student and an American man fall in love in LA. But their romance faces an uphill battle when she is forced to return to England.",Movie,United States,"August 19, 2021",2011,,91 min,"Dramas, Independent Movies, Romantic Movies"
s253,"Black Island Miguel Alexandre Philip Froissant, Alice Dwyer, Hanns Zischler, Mercedes Müller, Sammy Scheuritzel, Lieselotte Voß, Katharina Schütz, Jodie Leslie Ahlborn, Marco Wittorf, Ilknur Boyraz The dark secrets of a seemingly peaceful island threaten to swallow up an orphaned student when he grows close to a mysterious new teacher.",Movie,nan,"August 18, 2021",2021,,105 min,"International Movies, Thrillers"
s254,"Bombay Mani Ratnam Arvind Swamy, Manisha Koirala, Nasser, Raja Krishnamoorthy Years after they elope against their family’s wishes, a couple and their sons become caught in the throes of conflict in their city.",Movie,India,"August 18, 2021",1995,,135 min,"Dramas, International Movies, Romantic Movies"
s255,"Go! Go! Cory Carson nan Alan C. Lim, Paul Killam, Maisie Benson, Kerry Gudjohnsen, Smith Foreman, Neena-Sinaii Simpo, Eli Morse, Adelaide Hirasaki, Jim Capobianco, Anna Chambers, Pfifer Chastain Beep, beep – go, go! Buckle up for fun and adventure with adorable kid car Cory Carson as he explores the winding roads of Bumperton Hills.",TV Show,United States,"August 18, 2021",2021,,5 Seasons,Kids' TV
s256,Memories of a Murderer: The Nilsen Tapes Michael Harte nan Serial killer Dennis Nilsen narrates his life and horrific crimes via a series of chilling audiotapes recorded from his jail cell.,Movie,nan,"August 18, 2021",2021,,86 min,"Documentaries, International Movies"
s257,"Nneka The Pretty Serpent Tosin Igho Idia Aisien, Ndidi Obi, Kenneth Okolie, Zack Orji, Bovi Ugboma, Bimbo Ademoye, Beverly Osu, Beverly Naya, Larry Gaaga, Shaffy Bello, Chioma Chukwuka Akpotha, Waje Years after the mysterious murder of her parents, a traumatized woman gains supernatural powers that aid in her quest for revenge against the killers.",Movie,nan,"August 18, 2021",2020,,140 min,"Dramas, International Movies"
s258,"O Kadhal Kanmani Mani Ratnam Dulquer Salmaan, Nithya Menon, Prakash Raj, Leela Samson, Vinodhini, Ramya Subramanian, Siva Ananth, John Devasahayam, Prabhu Lakshman It's love at first sight for a young couple repelled by the concept of marriage, but their view shifts when they meet their older-couple neighbors.",Movie,nan,"August 18, 2021",2015,,133 min,"Dramas, International Movies, Romantic Movies"
s259,"Out of my league Alice Filippi Ludovica Francesconi, Giuseppe Maggio, Gaja Masciale, Jozef Gjura, Eleonora Gaggero, Franco Ravera, Elisabetta Coraini, Michele Franco, Edoardo Rossi Tired of swiping through the dating scene with her besties in tow, a charming yet awkward woman with a rare genetic disorder sets her sights on love.",Movie,nan,"August 18, 2021",2020,,92 min,"Comedies, Dramas, International Movies"
s260,"Pahuna Paakhi Tyrewala Anmol Limbu, Ishika Gurung, Manju Chettri, Banita Lagun, Binod Pradhan, Mahindra Bajgai, Rupa Tamang, Saran Rai Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India.",Movie,"India, Nepal","August 18, 2021",2018,,82 min,"Comedies, Dramas, International Movies"
s261,"The Defeated nan Taylor Kitsch, Nina Hoss, Logan Marshall-Green, Michael C. Hall, Tuppence Middleton, Mala Emde, Maximilian Ehrenreich, Sebastian Koch, Anne Ratte-Polle, Lena Dörrie, Benjamin Sadler In 1946 Berlin, an American cop searches for his missing brother while helping a novice German policewoman fight the violent crimes engulfing the city.",TV Show,nan,"August 18, 2021",2020,,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s262,"The Secret Diary of an Exchange Student Bruno Garotti Larissa Manoela, Thati Lopes, Bruno Montaleone, David Sherod James, Maiara Walsh, Flávia Garrafa, Kathy-Ann Hart, Ray Faiola, Noa Graham Looking to shake things up, two best friends embark on a life-changing adventure abroad as exchange students. But can they stay out of trouble?",Movie,nan,"August 18, 2021",2021,,97 min,"Comedies, International Movies, Romantic Movies"
s263,"Untold: Deal With the Devil Laura Brownson nan Christy Martin broke boundaries and noses as she rose in the boxing world, but her public persona belied personal demons, abuse and a threat on her life.",Movie,nan,"August 18, 2021",2021,,78 min,"Documentaries, LGBTQ Movies, Sports Movies"
s265,"Walk of Shame Steve Brill Elizabeth Banks, James Marsden, Gillian Jacobs, Sarah Wright, Ethan Suplee, Bill Burr, Ken Davitian, Lawrence Gilliard Jr., Alphonso Mcauley, Da'Vone McDonald, John Marsden, Willie Garson, Oliver Hudson, P.J. Byrne After a night of boozy carousing, a local newscaster finds herself stranded on the streets of LA just hours before the job interview of a lifetime.",Movie,United States,"August 16, 2021",2014,,94 min,"Comedies, Independent Movies"
s266,"Rascal Does Not Dream of Bunny Girl Senpai nan Kaito Ishikawa, Asami Seto, Nao Toyama, Atsumi Tanezaki, Maaya Uchida, Yurika Kubo, Inori Minase After experiencing ""puberty syndrome"" himself, high school pariah Sakuta keeps meeting girls suffering from it, including his sister and actor Mai.",TV Show,Japan,"August 15, 2021",2018,,1 Season,"Anime Series, International TV Shows, Romantic TV Shows"
s268,"The Piano Jane Campion Holly Hunter, Harvey Keitel, Sam Neill, Anna Paquin, Kerry Walker, Genevieve Lemon, Tungia Baker, Ian Mune With her daughter and her beloved piano in tow, a mute Scottish woman arrives in New Zealand, where a gruff loner sets out to seduce her.",Movie,"New Zealand, Australia, France, United States","August 15, 2021",1993,,121 min,"Classic Movies, Dramas, Independent Movies"
s269,"Unroyal Moses Inwang Matilda Lambert, Ik Ogbonna, Prince Sontoye, Blossom Chukwujekwu, Linda Osifo, Emem Inwang, Pete Edochie, Shaffy Bello, Okon Imeh  Bishop, Chinenye Nnebe, Femi Adebayo When a rude and arrogant princess finds herself relying on a gatekeeper after a terrible accident, it may be enough to make her change her ways.",Movie,nan,"August 15, 2021",2020,,97 min,"Dramas, International Movies"
s270,"Winx Club nan Liza Jacqueline, Helena Evangeliou, Lisa Ortiz, Kerry Williams, Gregory Abbey, Dan Green, Michael Sinterniklaas, Suzy Myers, Christina Rodriguez, Dani Schaffel, Sebastian Arcelus, Rachael Lillis In this animated fantasy, a girl named Bloom befriends a band of fairies, then follows them into the secretive and dangerous ""Magical Dimension.""",TV Show,Italy,"August 15, 2021",2015,,2 Seasons,Kids' TV
s271,"Beckett Ferdinando Cito Filomarino John David Washington, Boyd Holbrook, Alicia Vikander, Vicky Krieps, Lena Kitsopoulou, Panos Koronis, Maria Votti An American tourist goes on the run in Greece after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.",Movie,"Italy, Brazil, Greece","August 13, 2021",2021,,110 min,Action & Adventure
s272,"Brand New Cherry Flavor nan Rosa Salazar, Eric Lange, Catherine Keener, Jeff Ward, Manny Jacinto, Hannah Levien, Patrick Fischler A filmmaker heads to Hollywood in the early '90s to make her movie but tumbles down a hallucinatory rabbit hole of sex, magic, revenge — and kittens.",TV Show,United States,"August 13, 2021",2021,,1 Season,"TV Dramas, TV Horror, TV Mysteries"
s273,"Fast & Furious Spy Racers nan Tyler Posey, Charlet Chung, Jorge Diaz, Camille Ramsey, Luke Youngblood, Renée Elise Goldsberry A government agency recruits teen driver Tony Toretto and his thrill-seeking friends to infiltrate a criminal street racing circuit as undercover spies.",TV Show,United States,"August 13, 2021",2021,,5 Seasons,Kids' TV
s274,"Gone for Good Juan Carlos Medina Finnegan Oldfield, Nicolas Duvauchelle, Guillaume Gouix, Garance Marillier, Nailia Harzoune Ten years after losing two loved ones, a man is plunged into another dizzying mystery when his girlfriend vanishes. Based on a Harlan Coben novel.",TV Show,France,"August 13, 2021",2021,,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s275,"Grace and Frankie nan Jane Fonda, Lily Tomlin, Martin Sheen, Sam Waterston, June Diane Raphael, Brooklyn Decker, Ethan Embry, Baron Vaughn They’re not friends, but when their husbands leave them for each other, proper Grace and eccentric Frankie begin to bond in this Emmy-nominated series.",TV Show,United States,"August 13, 2021",2021,,7 Seasons,"TV Comedies, TV Dramas"
s276,"The Kingdom nan Chino Darín, Nancy Dupláa, Joaquín Furriel, Peter Lanzani, Mercedes Morán, Diego Peretti, Vera Spinetta, Nico García Hume, Victoria Almeida, Santiago Korovsky, Patricio Aramburu, Alfonso Tort, Diego Gentile, Néstor Guzzini, Daniel Kuzniecka After his running mate's murder, a controversial televangelist becomes Argentina's presidential candidate. But nothing about him is as holy as he seems.",TV Show,Argentina,"August 13, 2021",2021,,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s277,"Valeria Inma Torrente Diana Gómez, Silma López, Paula Malia, Teresa Riott, Maxi Iglesias, Ibrahim Al Shami A writer in creative and marital crises finds support from three friends, who are also discovering themselves. Based on the novels by Elísabet Benavent.",TV Show,Spain,"August 13, 2021",2021,,2 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s278,"AlRawabi School for Girls nan Andria Tayeh, Rakeen Sa'ad, Noor Taher, Yara Mustafa, Joanna Arida, Salsabiela, Nadera Emran, Reem Saadeh The bullied outcasts at prestigious Al Rawabi School for Girls plot a series of risky takedowns to get back at their tormentors.",TV Show,Jordan,"August 12, 2021",2021,,1 Season,"International TV Shows, TV Dramas, Teen TV Shows"
s279,"Lokillo: Nothing's the Same Julián Gaviria Lokillo Florez Through songs and puns, comedian Lokillo Florez hilariously reviews how Latin Americans have adjusted to a new world where no-hugging policies prevail.",Movie,Colombia,"August 12, 2021",2021,,64 min,Stand-Up Comedy
s280,"Monster Hunter: Legends of the Guild Steven Yamamoto Ben Rausch, Erica Lindbeck, Dante Basco, Brando Eaton, Stephen Kramer Glickman, Caroline Caliston, G.K. Bowes, Dan McCoy In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon.",Movie,"United States, Japan","August 12, 2021",2021,,59 min,"Action & Adventure, Anime Features, Children & Family Movies"
s281,Bake Squad nan nan Expert bakers elevate desserts with next-level ideas and epic execution. Now the battle is on to win over clients in need of very special sweets.,TV Show,United States,"August 11, 2021",2021,,1 Season,Reality TV
s282,"Brother Jekwu Charles Uwagbai Mike Ezuruonye, Juliet Ochienge, Angela Okorie, Huddah Monroe, Catherine Kamau, Naomi Mburu, Derrick Aduwo, Chris Kamau, Abubakar Salum, Celebrity Landlord Chasing wild success, a village hustler follows his cousin from Nigeria to Kenya and stumbles into the shady business affairs of a notorious overlord.",Movie,Nigeria,"August 11, 2021",2016,,101 min,"Comedies, International Movies"
s300,"The Swarm Just Philippot Suliane Brahim, Sofian Khammes, Marie Narbonne, Raphaël Romand, Stéphan Castang, Victor Bonnel, Christian Bouillette, Renan Prévot, Vincent Deniard A single mother breeds locusts as high-protein food, but has trouble getting them to reproduce — until she finds they have a taste for blood.",Movie,France,"August 6, 2021",2021,,102 min,"Horror Movies, Independent Movies, International Movies"
s315,"Heavy James Mangold Pruitt Taylor Vince, Shelley Winters, Liv Tyler, Debbie Harry, Evan Dando, Joe Grifasi, David Patrick Kelly, Marian Quinn Overweight Victor hides from the world making pizzas in his mother's gloomy dive until a new waitress blows in and disrupts his isolation.",Movie,United States,"August 3, 2021",1995,,104 min,"Dramas, Independent Movies, Romantic Movies"
s283,"La diosa del asfalto Julián Hernández Ximena Romo, Mabel Cadena, Alejandra Herrera, Nelly González, Samantha Orozco, Axel Arenas, Esteban Caicedo, Paulina Goto, Raquel Robles, Baby Bátiz, Pascacio López, Juán Carlos Torres, Javier Oliván, Claudia Lobo, Giovanna Zacarías A woman from a tough neighborhood outside Mexico City comes home a rock star, inadvertently provoking a confrontation with the ghosts of her past.",Movie,Mexico,"August 11, 2021",2020,,127 min,"Dramas, Independent Movies, International Movies"
s284,"Misha and the Wolves Sam Hobkinson nan As a little girl, she escaped the Holocaust and lived among wolves. Or did she? An extraordinary story elicits sympathy — then draws scrutiny.",Movie,"Belgium, United Kingdom","August 11, 2021",2021,,90 min,"Documentaries, International Movies"
s285,"The Kissing Booth 3 Vince Marcello Joey King, Joel Courtney, Jacob Elordi, Molly Ringwald, Taylor Zakhar Perez, Maisie Richardson-Sellers, Meganne Young, Stephen Jennings Determined to make the most of her final summer before college, Elle plans the ultimate bucket list as she navigates what comes next with Noah and Lee.",Movie,"United Kingdom, United States","August 11, 2021",2021,,114 min,"Comedies, Romantic Movies"
s286,"The Railway Man Jonathan Teplitzky Colin Firth, Nicole Kidman, Jeremy Irvine, Stellan Skarsgård, Sam Reid, Hiroyuki Sanada, Michael MacKenzie, Tom Stokes Decades after World War II, a still-shattered soldier unexpectedly falls in love and sees a bizarre coincidence bring his past back into focus.",Movie,"Switzerland, United Kingdom, Australia","August 11, 2021",2013,,108 min,"Dramas, International Movies"
s287,"Gabby's Dollhouse nan Laila Lockhart Kraner, Tucker Chandler, Juliet Donenfeld, Maggi Lowe, Donovan Patton, Eduardo Franco, Tara Strong, Secunda Wood, Carla Tassara, Sainty Nelsen Cute cats, quirky crafts and colorful magic! Join kitty enthusiast Gabby and her sidekick Pandy Paws as they team up for a series of animated adventures.",TV Show,United States,"August 10, 2021",2021,,2 Seasons,Kids' TV
s288,"I Need Romance Sakon Tiacharoen Khemanit Jamikorn, Thitipoom Techaapaikhun, Kannaporn Puangthong, Premmanat Suwannanon, Mintita Wattanakul, Thames Sanpakit, Katareeya Theapchatri, Phanuroj Chalermkijporntavee, Jirapisit Jaravijit A workaholic who lost interest in romance reunites with an old flame and gifted music composer, who's determined to restore her belief in love.",TV Show,nan,"August 10, 2021",2021,,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s289,"Las muñecas de la mafia nan Amparo Grisales, Fernando Solórzano, Angelica Blandon, Katherine Escobar, Yuly Ferreira, Alejandra Sandoval, Andrea Gómez, Andrea Guzmán, Diego Vásquez, Julián Román, Juan Pablo Franco Based on the book ""Las Fantásticas,"" this exciting telenovela follows the tumultuous lives of five women who get mixed up with the Mafia.",TV Show,Colombia,"August 10, 2021",2018,,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s290,"The Crowned Clown nan Yeo Jin-goo, Lee Se-young, Kim Sang-kyung, Jung Hye-young, Jang Kwang, Kwon Hae-hyo, Jang Yeong-nam, Lee Kyu-han Standing in for an unhinged Joseon king, a look-alike clown plays the part but increasingly becomes devoted to protecting the throne and the people.",TV Show,South Korea,"August 10, 2021",2019,,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s291,"Untold: Malice at the Palace Floyd Russ nan Key figures from an infamous 2004 incident between players and fans at an NBA game in Michigan discuss the fight, its fallout and its lasting legacy.",Movie,United States,"August 10, 2021",2021,,70 min,"Documentaries, Sports Movies"
s292,"SHAMAN KING nan Yoko Hikasa, Katsuyuki Konishi, Megumi Hayashibara, Inuko Inuyama, Romi Park, Kosuke Takaguchi, Masahiko Tanaka, Wataru Takagi, Yuji Ueda, Megumi Nakajima, Takehito Koyasu, Yoko Soumi, Motoko Kumai, Yui Horie, Yuichi Nakamura, Nana Mizuki, Takumu Miyazono, Noriaki Kanze, Michiko Neya, Toru Sakurai, Rina Hidaka, Masakazu Morita, Minami Takayama Medium Yoh Asakura enters a battle tournament held every 500 years, competing with other shamans in a bid to become the all-powerful Shaman King.",TV Show,Japan,"August 9, 2021",2021,,1 Season,"Anime Series, International TV Shows"
s293,"Quartet Dustin Hoffman Maggie Smith, Tom Courtenay, Billy Connolly, Pauline Collins, Michael Gambon, Andrew Sachs, Sheridan Smith, David Ryall, Trevor Peacock, Gwyneth Jones To save their posh retirement home, former opera stars plan a gala recital — until the biggest diva among them refuses to sing.",Movie,United Kingdom,"August 8, 2021",2012,,98 min,"Comedies, Dramas, Independent Movies"
s294,"Slay Adze Ugah Enhle Mbali, Ramsey Nouah, Dawn Thandeka Kang, Idris Sultan, Tumi Morake, Trevor Gumbi, Lillian Dube, Kaly Bossy Asante, Shaleen Surtie, Fabian Lojege In pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities.",Movie,South Africa,"August 8, 2021",2021,,86 min,"Comedies, International Movies, Romantic Movies"
s295,"Takizawa Kabuki ZERO 2020 The Movie Hideaki Takizawa Hikaru Iwamoto, Tatsuya Fukazawa, Raul, Shota Watanabe, Koji Mukai, Ryohei Abe, Ren Meguro, Ryota Miyadate, Daisuke Sakuma, Arata Sato, Tatsuya Kageyama, Taiga Suzuki, Shunsuke Motoi, Taiga Tsubaki, Yuki Yokohara, Minato Matsui, Shosei Oda Superstar Hideaki Takizawa reimagines his acclaimed kabuki production for the screen, featuring the dynamic talents of idol group Snow Man.",Movie,nan,"August 7, 2021",2020,,139 min,"International Movies, Music & Musicals"
s296,"The Paper Tigers Quoc Bao Tran Alain Uy, Ron Yuan, Mykel Shannon Jenkins, Jae Suh Park, Matthew Page, Joziah Lagonoy, Raymond Ma After reuniting as middle-aged men, three kung-fu prodigies must set their differences aside and dust off their skills to avenge their beloved mentor.",Movie,United States,"August 7, 2021",2021,,111 min,"Action & Adventure, Comedies"
s297,"Hit & Run nan Lior Raz, Kaelen Ohm, Sanaa Lathan, Moran Rosenblatt, Lior Ashkenazi, Gregg Henry, Gal Toren A man searching for the truth behind his wife's death becomes caught up in a dangerous web of secrets and intrigue stretching from New York to Tel Aviv.",TV Show,"Israel, United States","August 6, 2021",2021,,1 Season,"TV Action & Adventure, TV Dramas, TV Mysteries"
s1098,Coded Bias Shalini Kantayya nan This documentary investigates the bias in algorithms after M.I.T. Media Lab researcher Joy Buolamwini uncovered flaws in facial recognition technology.,Movie,"United States, China, United Kingdom","April 5, 2021",2020,,86 min,Documentaries
s298,"Navarasa Bejoy Nambiar, Priyadarshan, Karthik Narain, Vasanth Sai, Karthik Subbaraj, Arvind Swamy, Rathindran R Prasad, Sarjun, Gautham Vasudev Menon Suriya, Vijay Sethupathi, Revathy, Prakash Raj, Siddarth, Parvathy, Delhi Ganesh, Gautham Vasudev Menon, Anjali, Yogi Babu, Aditi Balan, Remya Nambeesan, Poorna, Prayaga Martin, Rythvika Suriya, Arvind Swamy, Prasanna, Atharva, Bobby Simha, Ashok Selvan, Nedumudi Venu, Kishore From amusement to awe, the nine human emotions of Indian aesthetic theory are explored in this anthology series.",TV Show,India,"August 6, 2021",2021,,1 Season,TV Shows
s299,"Quam's Money Kayode Kasum Falz, Nse Ikpe-Etim, Williams Uchemba, Toni Tones, Michelle Dede, Karibi Fubara, Buchi Ojei, Jemima Osunde, Blossom Chukwujekwu, Gbubemi Ejeye, Badmus Olakunle In this sequel to ""New Money,"" Quam, a security guard turned multimillionaire, lives the good life with his fortune until he falls victim to fraud.",Movie,Nigeria,"August 6, 2021",2020,,115 min,"Comedies, Dramas, International Movies"
s301,"Vivo Kirk DeMicco, Brandon Jeffords Lin-Manuel Miranda, Ynairaly Simo, Zoe Saldana, Juan de Marcos, Brian Tyree Henry, Gloria Estefan, Michael Rooker, Nicole Byer A music-loving kinkajou embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.",Movie,"Canada, United States","August 6, 2021",2021,,100 min,"Children & Family Movies, Music & Musicals"
s302,"Chennai Express Rohit Shetty Shah Rukh Khan, Deepika Padukone, Nikitin Dheer, Satyaraj, Kamini Kaushal, Lekh Tandon, Mukesh Tiwari What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.",Movie,India,"August 5, 2021",2013,,135 min,"Action & Adventure, Comedies, International Movies"
s303,"City of God: 10 Years Later Cavi Borges, Luciano Vidigal nan A decade after the seminal Brazilian film ""City of God,"" this documentary reunites some of the cast and crew to find out what paths their lives took.",Movie,Brazil,"August 5, 2021",2013,,69 min,"Documentaries, International Movies"
s304,"Esperando la carroza Alejandro Doria Luis Brandoni, China Zorrilla, Antonio Gasalla, Julio De Grazia, Betiana Blum, Monica Villa, Juan Manuel Tenuta, Andrea Tenuta, Cecilia Rossetto, Enrique Pinti Cora has three sons and a daughter and she´s almost 80. One day during a family reunion the big question comes up: who will be her heir?",Movie,Argentina,"August 5, 2021",1985,,95 min,"Comedies, Cult Movies, International Movies"
s305,"Lady Boss: The Jackie Collins Story Laura Fairrie Jackie Collins ""Queen of Sleaze"" or feminist pioneer? Powerhouse novelist Jackie Collins created a brash sex-positive persona while hiding her private struggles.",Movie,United Kingdom,"August 5, 2021",2021,,97 min,Documentaries
s306,"Tango Feroz Marcelo Piñeyro Fernán Mirás, Cecilia Dopazo, Imanol Arias, Héctor Alterio, Leonardo Sbaraglia, Federico D'Elía, David Masajnik, Cristina Banegas, Ernesto Alterio, Antonio Birabent One of the first rock stars in Argentina, Tango leads a full life during an era of social unrest – one of both glory and despair.",Movie,"Argentina, Spain","August 5, 2021",1993,,124 min,"Classic Movies, Dramas, International Movies"
s307,"76 Izu Ojukwu Ramsey Nouah, Rita Dominic, Chidi Mokeme, Ibinabo Fiberesima, Daniel K. Daniel, Memry Savanhu, Adonijah Owiriwa, Pat Nebo, Nelly Ekwereogu, Shuaibu Ebenesi Adams, Debo Oguns, Ben Nwosu, Ada Ofoegbu When her husband is accused of taking part in an attempted military coup, a pregnant woman's life takes an emotional turn. Inspired by true events.",Movie,Nigeria,"August 4, 2021",2016,,118 min,"Dramas, International Movies"
s308,"Aftermath Peter Winther Ashley Greene, Shawn Ashmore, Sharif Atkins, Britt Baron, Diana Hopper, Ross McCall, Jamie Kaler, Travis Coles, Susan Walters, Jason Liles Desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history.",Movie,United States,"August 4, 2021",2021,,115 min,Horror Movies
s309,"American Masters: Inventing David Geffen Susan Lacy David Geffen The son of Jewish immigrants, David Geffen emerged from a humble upbringing to become one of the most powerful media personalities in America.",Movie,United States,"August 4, 2021",2012,,115 min,Movies
s310,"Car Masters: Rust to Riches nan Mark Towle, Shawn Pilot, Constance Nunes, Tony Quinones, Mike ""Caveman"" Pyle The colorful crew at Gotham Garage overhauls an eclectic collection of cars and trucks, trading up to a showstopper they can sell for big bucks.",TV Show,nan,"August 4, 2021",2021,,3 Seasons,Reality TV
s311,Cocaine Cowboys: The Kings of Miami Billy Corben nan Two childhood friends go from high school dropouts to the most powerful drug kingpins in Miami in this true story of a crime saga that spanned decades.,TV Show,United States,"August 4, 2021",2021,,1 Season,"Crime TV Shows, Docuseries"
s312,"Control Z nan Ana Valeria Becerril, Michael Ronda, Yankel Stevan, Zion Moreno, Luis Curiel, Samantha Acuña, Macarena García, Fiona Palomo, Andrés Baida, Patricio Gallardo, Iván Aragón, Xabiani Ponce de León, Patricia Maqueo, Rodrigo Cachero, Rocío Verdejo, Mauro Sánchez Navarro, Lidia San José, Thanya López, Renata del Castillo, Arturo Barba, Kariam Castro, Ariana Saavedra, Alexander Holtmann, Nastassia Villasana, Marco Zunino When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant Sofía works to uncover his/her identity.",TV Show,Mexico,"August 4, 2021",2021,,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
s313,"Cooking With Paris nan Paris Hilton With an anyone-can-cook attitude, Paris Hilton adds her own flair to every dish. Fun is just one edible glitter bomb away on this unique cooking show.",TV Show,United States,"August 4, 2021",2021,,1 Season,Reality TV
s314,"Autumn's Concerto nan Ady An, Vanness Wu, Ann Hsu, Wu Kang-ren, Xiao Xiao Bin After losing all memories of his past, a wealthy lawyer travels to a rural village where a woman he once loved now lives with her son.",TV Show,Taiwan,"August 3, 2021",2009,,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s1099,"Mandela Madonne Ashwin Yogi Babu, Sheela Rajkumar, Sangili Murugan, G. M. Sundhar Amid a local election with two rivals vying to win by any means necessary, a barber lands in a curiously powerful position as the single deciding vote.",Movie,India,"April 5, 2021",2021,,140 min,"Comedies, Dramas, International Movies"
s316,"Ije: The Journey Chineze Anyaene Genevieve Nnaji, Omotola Jalade-Ekeinde, Odalys Garcia, Ulrich Que, Jeff Swarthout, Clem Ohameze, Ann D. Carey, Anahit Setian, Danielle Soibelman, Jon Morgan Woodward When her sister is accused of multiple murders, a Nigerian woman travels to Los Angeles to uncover the truth and fight for her sibling’s freedom.",Movie,"United States, Nigeria","August 3, 2021",2010,,106 min,"Dramas, International Movies"
s317,"Office Girls Hsu Fu-chun Roy Chiu, Alice Ko, Tia Lee, Patrick Lee, Kuo Shu-yao, James Wen, Janel Tsai A department store mogul has his son work incognito in a menial job to prove his worthiness, while female co-workers teach him how normal people live.",TV Show,Taiwan,"August 3, 2021",2011,,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s318,"Pray Away Kristine Stolakis nan Ex-leaders and a survivor of the so-called ""conversion therapy"" movement speak out about its harm to the LGBTQ+ community and its devastating persistence.",Movie,United States,"August 3, 2021",2021,,102 min,"Documentaries, LGBTQ Movies"
s319,"Shiny_Flakes: The Teenage Drug Lord Eva Müller, Michael Schmitt Maximilian Schmidt Max S. reveals how he built a drug empire from his childhood bedroom in this story that inspired the series ""How to Sell Drugs Online (Fast).""",Movie,nan,"August 3, 2021",2021,,97 min,"Documentaries, International Movies"
s320,"The Prince Who Turns into a Frog nan Joe Chen, Ming Dao, Sam Wang, Joyce Chao, Gino, Su Li-hsin, Wang Chuan, Ehlo Huang Before his wedding, a cold CEO is hit by a car and awakens a changed man. As he and the driver fall in love, more changes appear on the road ahead.",TV Show,Taiwan,"August 3, 2021",2005,,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s323,"You're My Destiny nan Joe Chen, Ethan Juan, Baron Chen, Bianca Bai, Na Wei-hsun, Tan Ai-Chen A young woman's romantic cruise ends in a twist when she gets pregnant after a one-night stand with a rich executive, turning their lives upside down.",TV Show,Taiwan,"August 3, 2021",2008,,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s324,"30 Rock nan Tina Fey, Alec Baldwin, Tracy Morgan, Jane Krakowski, Jack McBrayer, Scott Adsit, Judah Friedlander, Katrina Bowden, Keith Powell, Lonny Ross, John Lutz, Kevin Brown, Grizz Chapman, Maulik Pancholy Liz Lemon juggles the demands of running an NBC sketch comedy show with trying to fix her disaster of a personal life and eating her night cheese.",TV Show,United States,"August 1, 2021",2012,,7 Seasons,TV Comedies
s325,"44 Cats nan Sarah Natochenny, Suzy Myers, Simona Berman, Erica Schroeder, Marca Leigh, Scottie Ray, Henry F. Benjamin Paw-esome tales abound when singing furry friends Lampo, Milady, Pilou and Meatball band together.",TV Show,Italy,"August 1, 2021",2020,,3 Seasons,Kids' TV
s326,"Beethoven Brian Levant Charles Grodin, Bonnie Hunt, Dean Jones, Oliver Platt, Stanley Tucci, Nicholle Tom, Christopher Castile, Sarah Rose Karr, David Duchovny, Patricia Heaton, O-Lan Jones, Nancy Fish A father reluctantly agrees to let his children keep a St. Bernard puppy, but the playful pooch soon turns into a full-grown engine of destruction.",Movie,United States,"August 1, 2021",1992,,87 min,"Children & Family Movies, Comedies"
s327,"Beethoven's 2nd Rod Daniel Charles Grodin, Bonnie Hunt, Nicholle Tom, Christopher Castile, Sarah Rose Karr, Debi Mazar, Chris Penn After St. Bernard Beethoven sires a brood with Missy, he and the Newton kids must intervene when Missy's owner tries to sell the puppies.",Movie,United States,"August 1, 2021",1993,,88 min,"Children & Family Movies, Comedies"
